"T","U:0","U:1","U:2","kappaEff","p_rgh","rhok","Points:0","Points:1","Points:2"
303.34,0.11028,0.0096424,1.0572e-05,1,2.0152,1,2.2375,0.45454,0.55
300.87,0.11086,0.010241,8.9069e-06,1,2.0107,1,2.2375,0.46667,0.7
302.96,0.11085,0.0099032,1.5366e-05,1,2.0111,1,2.2375,0.46667,0.55
300.57,0.11168,0.010549,1.1329e-05,1,2.0062,1,2.2375,0.47879,0.7
302.6,0.11166,0.010083,2.1444e-05,1,2.0071,1,2.2375,0.47879,0.55
300.28,0.11286,0.010797,1.4423e-05,1,2.0016,1,2.2375,0.49091,0.7
302.25,0.11286,0.010172,2.8763e-05,1,2.0032,1,2.2375,0.49091,0.55
300,0.11458,0.010976,1.8413e-05,1,1.9969,1,2.2375,0.50303,0.7
301.92,0.11459,0.010159,3.6901e-05,1,1.9996,1,2.2375,0.50303,0.55
299.73,0.11708,0.01107,2.3533e-05,1,1.992,1,2.2375,0.51515,0.7
301.59,0.11712,0.010038,4.4639e-05,1,1.9963,1,2.2375,0.51515,0.55
299.47,0.12071,0.01106,2.9572e-05,1,1.9869,1,2.2375,0.52727,0.7
301.27,0.12081,0.0098123,4.9063e-05,1,1.9935,1,2.2375,0.52727,0.55
299.22,0.1261,0.010908,3.3261e-05,1,1.9815,1,2.2375,0.53939,0.7
300.96,0.1263,0.0094997,4.3457e-05,1,1.9914,1,2.2375,0.53939,0.55
298.98,0.13439,0.010548,1.935e-05,1,1.9756,1,2.2375,0.55151,0.7
300.66,0.13474,0.0091498,1.212e-05,1,1.9902,1,2.2375,0.55151,0.55
298.74,0.14816,0.0098426,-6.7579e-05,1,1.9687,1,2.2375,0.56364,0.7
300.36,0.14876,0.008866,-8.3639e-05,1,1.99,1,2.2375,0.56364,0.55
298.5,0.17463,0.008295,-0.0005146,1,1.9592,1,2.2375,0.57576,0.7
300.06,0.17563,0.0089156,-0.0003841,1,1.9909,1,2.2375,0.57576,0.55
298.24,0.239,0.0036711,-0.0036555,1,1.9436,1,2.2375,0.58788,0.7
299.72,0.24067,0.0098035,-0.0016316,1,1.9921,1,2.2375,0.58788,0.55
297.86,0.41773,-0.0050427,-0.024186,1,1.9768,1,2.2375,0.6,0.7
299.24,0.42095,0.0091552,-0.0048853,1,1.9844,1,2.2375,0.6,0.55
310.86,0.020838,-3.718e-06,-2.8439e-05,1,2.1158,1,2.225,0.2,0.7
310.45,0.032772,4.5589e-05,-2.8596e-05,1,2.116,1,2.225,0.21212,0.7
311.22,0.033023,1.1529e-05,-7.1786e-05,1,2.1157,1,2.225,0.2,0.68846
311.85,0.053315,4.1412e-05,-0.00014232,1,2.1153,1,2.225,0.2,0.67692
312.37,0.06701,6.7792e-05,-0.00017409,1,2.1147,1,2.225,0.2,0.66539
312.83,0.076309,8.7841e-05,-0.00016181,1,2.1142,1,2.225,0.2,0.65385
313.23,0.082153,0.00010108,-0.00011268,1,2.1138,1,2.225,0.2,0.64231
313.58,0.084984,0.00010766,-4.0196e-05,1,2.1136,1,2.225,0.2,0.63077
313.9,0.084984,0.00010766,4.0242e-05,1,2.1136,1,2.225,0.2,0.61923
314.16,0.082153,0.0001011,0.00011271,1,2.1138,1,2.225,0.2,0.60769
314.37,0.076308,8.7872e-05,0.00016181,1,2.1142,1,2.225,0.2,0.59615
314.5,0.06701,6.783e-05,0.00017407,1,2.1147,1,2.225,0.2,0.58461
314.56,0.053315,4.145e-05,0.0001423,1,2.1153,1,2.225,0.2,0.57308
314.52,0.033023,1.1555e-05,7.1776e-05,1,2.1157,1,2.225,0.2,0.56154
314.47,0.020838,-3.7022e-06,2.8435e-05,1,2.1158,1,2.225,0.2,0.55
314.08,0.032772,4.5656e-05,2.8589e-05,1,2.116,1,2.225,0.21212,0.55
309.68,0.052749,0.0002092,-2.4848e-05,1,2.1164,1,2.225,0.22424,0.7
313.35,0.052749,0.0002094,2.4834e-05,1,2.1164,1,2.225,0.22424,0.55
309.01,0.066635,0.00049051,-1.7296e-05,1,2.1167,1,2.225,0.23636,0.7
312.67,0.066635,0.00049089,1.7275e-05,1,2.1167,1,2.225,0.23636,0.55
308.4,0.076873,0.00086626,-1.1094e-05,1,2.1168,1,2.225,0.24848,0.7
312.02,0.076872,0.00086686,1.1063e-05,1,2.1168,1,2.225,0.24848,0.55
307.84,0.084629,0.0013157,-6.8955e-06,1,2.1167,1,2.225,0.26061,0.7
311.39,0.084629,0.0013166,6.8541e-06,1,2.1167,1,2.225,0.26061,0.55
307.3,0.090586,0.0018213,-4.2359e-06,1,2.1163,1,2.225,0.27273,0.7
310.78,0.090585,0.0018224,4.1832e-06,1,2.1163,1,2.225,0.27273,0.55
306.77,0.095192,0.0023691,-2.5825e-06,1,2.1156,1,2.225,0.28485,0.7
310.18,0.095191,0.0023704,2.5209e-06,1,2.1156,1,2.225,0.28485,0.55
306.26,0.098764,0.0029482,-1.525e-06,1,2.1147,1,2.225,0.29697,0.7
309.58,0.098763,0.0029497,1.4614e-06,1,2.1146,1,2.225,0.29697,0.55
305.78,0.10154,0.0035497,-8.0032e-07,1,2.1134,1,2.225,0.30909,0.7
308.99,0.10153,0.0035513,7.4839e-07,1,2.1133,1,2.225,0.30909,0.55
305.31,0.10368,0.0041664,-2.5271e-07,1,2.1118,1,2.225,0.32121,0.7
308.43,0.10368,0.0041678,2.3759e-07,1,2.1117,1,2.225,0.32121,0.55
304.87,0.10534,0.0047921,2.0474e-07,1,2.1098,1,2.225,0.33333,0.7
307.88,0.10534,0.0047929,-1.4087e-07,1,2.1098,1,2.225,0.33333,0.55
304.44,0.10661,0.0054213,6.2038e-07,1,2.1076,1,2.225,0.34545,0.7
307.36,0.1066,0.0054206,-4.1105e-07,1,2.1076,1,2.225,0.34545,0.55
304.02,0.10757,0.0060488,1.0235e-06,1,2.1051,1,2.225,0.35758,0.7
306.85,0.10757,0.0060453,-5.6729e-07,1,2.1051,1,2.225,0.35758,0.55
303.61,0.1083,0.0066698,1.4363e-06,1,2.1024,1,2.225,0.3697,0.7
306.37,0.1083,0.0066617,-5.8223e-07,1,2.1023,1,2.225,0.3697,0.55
303.23,0.10884,0.0072798,1.8809e-06,1,2.0993,1,2.225,0.38182,0.7
305.89,0.10884,0.007264,-4.0941e-07,1,2.0992,1,2.225,0.38182,0.55
302.85,0.10925,0.0078745,2.3834e-06,1,2.096,1,2.225,0.39394,0.7
305.43,0.10924,0.0078467,1.9622e-08,1,2.0959,1,2.225,0.39394,0.55
302.48,0.10956,0.0084494,2.9759e-06,1,2.0924,1,2.225,0.40606,0.7
304.97,0.10955,0.0084035,7.9695e-07,1,2.0923,1,2.225,0.40606,0.55
302.13,0.10981,0.0090003,3.6968e-06,1,2.0886,1,2.225,0.41818,0.7
304.54,0.1098,0.0089279,2.0393e-06,1,2.0885,1,2.225,0.41818,0.55
301.79,0.11005,0.0095228,4.591e-06,1,2.0846,1,2.225,0.4303,0.7
304.12,0.11004,0.0094124,3.8917e-06,1,2.0846,1,2.225,0.4303,0.55
301.45,0.11032,0.010012,5.709e-06,1,2.0804,1,2.225,0.44242,0.7
303.71,0.11031,0.0098488,6.5281e-06,1,2.0804,1,2.225,0.44242,0.55
301.13,0.11068,0.010464,7.1077e-06,1,2.076,1,2.225,0.45454,0.7
303.31,0.11066,0.010228,1.0142e-05,1,2.0762,1,2.225,0.45454,0.55
300.82,0.11119,0.010872,8.8553e-06,1,2.0714,1,2.225,0.46667,0.7
302.93,0.11117,0.01054,1.4919e-05,1,2.0719,1,2.225,0.46667,0.55
300.52,0.11194,0.01123,1.1046e-05,1,2.0667,1,2.225,0.47879,0.7
302.57,0.11192,0.010774,2.0984e-05,1,2.0676,1,2.225,0.47879,0.55
300.23,0.11305,0.01153,1.3829e-05,1,2.0618,1,2.225,0.49091,0.7
302.21,0.11304,0.010919,2.8283e-05,1,2.0634,1,2.225,0.49091,0.55
299.95,0.11469,0.011761,1.7444e-05,1,2.0567,1,2.225,0.50303,0.7
301.88,0.1147,0.010966,3.6356e-05,1,2.0594,1,2.225,0.50303,0.55
299.68,0.11708,0.011909,2.2211e-05,1,2.0515,1,2.225,0.51515,0.7
301.55,0.11713,0.010908,4.3871e-05,1,2.0557,1,2.225,0.51515,0.55
299.43,0.12061,0.011954,2.8182e-05,1,2.046,1,2.225,0.52727,0.7
301.23,0.12071,0.010749,4.7612e-05,1,2.0526,1,2.225,0.52727,0.55
299.17,0.12587,0.011861,3.2833e-05,1,2.0402,1,2.225,0.53939,0.7
300.92,0.12606,0.010511,4.0065e-05,1,2.0501,1,2.225,0.53939,0.55
298.93,0.13401,0.01157,2.2932e-05,1,2.0339,1,2.225,0.55151,0.7
300.62,0.13435,0.01025,3.3623e-06,1,2.0484,1,2.225,0.55151,0.55
298.7,0.14759,0.010955,-5.1465e-05,1,2.0267,1,2.225,0.56364,0.7
300.32,0.14817,0.01008,-0.00010689,1,2.0476,1,2.225,0.56364,0.55
298.46,0.17378,0.0095596,-0.00045456,1,2.0167,1,2.225,0.57576,0.7
300.02,0.17475,0.010313,-0.00045495,1,2.0479,1,2.225,0.57576,0.55
298.2,0.23761,0.0052384,-0.0033863,1,2.0005,1,2.225,0.58788,0.7
299.68,0.23926,0.011534,-0.0019218,1,2.0484,1,2.225,0.58788,0.55
297.82,0.41522,-0.003382,-0.023273,1,2.0306,1,2.225,0.6,0.7
299.2,0.4183,0.010968,-0.0058476,1,2.0369,1,2.225,0.6,0.55
311.01,0.020962,-3.9391e-06,-2.9612e-05,1,2.1788,1,2.2125,0.2,0.7
310.58,0.032969,4.7225e-05,-2.9781e-05,1,2.179,1,2.2125,0.21212,0.7
311.37,0.033221,1.1906e-05,-7.4761e-05,1,2.1786,1,2.2125,0.2,0.68846
312.03,0.053638,4.2989e-05,-0.00014826,1,2.1782,1,2.2125,0.2,0.67692
312.57,0.06742,7.0468e-05,-0.00018143,1,2.1777,1,2.2125,0.2,0.66539
313.04,0.076778,9.1372e-05,-0.0001687,1,2.1771,1,2.2125,0.2,0.65385
313.45,0.082661,0.00010519,-0.00011753,1,2.1767,1,2.2125,0.2,0.64231
313.83,0.085511,0.00011205,-4.2e-05,1,2.1765,1,2.2125,0.2,0.63077
314.16,0.08551,0.00011206,4.1848e-05,1,2.1765,1,2.2125,0.2,0.61923
314.44,0.082661,0.00010521,0.00011739,1,2.1767,1,2.2125,0.2,0.60769
314.65,0.076778,9.14e-05,0.00016857,1,2.1771,1,2.2125,0.2,0.59615
314.8,0.067419,7.0501e-05,0.00018134,1,2.1777,1,2.2125,0.2,0.58461
314.86,0.053638,4.3021e-05,0.00014821,1,2.1782,1,2.2125,0.2,0.57308
314.81,0.033221,1.1926e-05,7.4743e-05,1,2.1786,1,2.2125,0.2,0.56154
314.76,0.020962,-3.9285e-06,2.9609e-05,1,2.1788,1,2.2125,0.2,0.55
314.36,0.032969,4.7279e-05,2.9772e-05,1,2.179,1,2.2125,0.21212,0.55
309.78,0.05307,0.00021719,-2.5889e-05,1,2.1794,1,2.2125,0.22424,0.7
313.59,0.05307,0.00021736,2.587e-05,1,2.1794,1,2.2125,0.22424,0.55
309.09,0.067046,0.00050972,-1.8033e-05,1,2.1797,1,2.2125,0.23636,0.7
312.88,0.067046,0.00051006,1.8005e-05,1,2.1797,1,2.2125,0.23636,0.55
308.47,0.077351,0.00090075,-1.1576e-05,1,2.1798,1,2.2125,0.24848,0.7
312.2,0.077351,0.00090129,1.1538e-05,1,2.1798,1,2.2125,0.24848,0.55
307.89,0.085161,0.0013688,-7.1983e-06,1,2.1797,1,2.2125,0.26061,0.7
311.54,0.085161,0.0013696,7.15e-06,1,2.1797,1,2.2125,0.26061,0.55
307.34,0.091159,0.0018958,-4.4172e-06,1,2.1793,1,2.2125,0.27273,0.7
310.91,0.091159,0.0018969,4.359e-06,1,2.1793,1,2.2125,0.27273,0.55
306.8,0.095797,0.0024674,-2.6787e-06,1,2.1786,1,2.2125,0.28485,0.7
310.28,0.095797,0.0024687,2.6136e-06,1,2.1786,1,2.2125,0.28485,0.55
306.28,0.099393,0.0030723,-1.5568e-06,1,2.1776,1,2.2125,0.29697,0.7
309.67,0.099393,0.0030737,1.4919e-06,1,2.1776,1,2.2125,0.29697,0.55
305.78,0.10218,0.0037015,-7.7836e-07,1,2.1763,1,2.2125,0.30909,0.7
309.06,0.10218,0.003703,7.2767e-07,1,2.1763,1,2.2125,0.30909,0.55
305.3,0.10434,0.0043477,-1.8203e-07,1,2.1746,1,2.2125,0.32121,0.7
308.48,0.10434,0.004349,1.7105e-07,1,2.1746,1,2.2125,0.32121,0.55
304.85,0.106,0.0050046,3.2185e-07,1,2.1726,1,2.2125,0.33333,0.7
307.92,0.106,0.0050051,-2.51e-07,1,2.1726,1,2.2125,0.33333,0.55
304.41,0.10727,0.0056666,7.8255e-07,1,2.1703,1,2.2125,0.34545,0.7
307.38,0.10727,0.0056657,-5.6397e-07,1,2.1703,1,2.2125,0.34545,0.55
303.98,0.10823,0.0063287,1.2291e-06,1,2.1677,1,2.2125,0.35758,0.7
306.87,0.10823,0.0063249,-7.6215e-07,1,2.1677,1,2.2125,0.35758,0.55
303.57,0.10894,0.006986,1.6825e-06,1,2.1648,1,2.2125,0.3697,0.7
306.37,0.10894,0.0069775,-8.1775e-07,1,2.1648,1,2.2125,0.3697,0.55
303.18,0.10947,0.007634,2.1632e-06,1,2.1616,1,2.2125,0.38182,0.7
305.89,0.10947,0.0076178,-6.8501e-07,1,2.1616,1,2.2125,0.38182,0.55
302.8,0.10986,0.0082685,2.6947e-06,1,2.1582,1,2.2125,0.39394,0.7
305.42,0.10985,0.0082404,-2.9708e-07,1,2.1581,1,2.2125,0.39394,0.55
302.44,0.11014,0.008885,3.3053e-06,1,2.1544,1,2.2125,0.40606,0.7
304.96,0.11014,0.008839,4.3906e-07,1,2.1544,1,2.2125,0.40606,0.55
302.08,0.11037,0.0094794,4.0285e-06,1,2.1504,1,2.2125,0.41818,0.7
304.52,0.11036,0.0094072,1.642e-06,1,2.1504,1,2.2125,0.41818,0.55
301.73,0.11057,0.010047,4.9023e-06,1,2.1462,1,2.2125,0.4303,0.7
304.09,0.11056,0.0099377,3.4571e-06,1,2.1462,1,2.2125,0.4303,0.55
301.4,0.1108,0.010584,5.9678e-06,1,2.1418,1,2.2125,0.44242,0.7
303.68,0.11079,0.010422,6.0586e-06,1,2.1418,1,2.2125,0.44242,0.55
301.08,0.11111,0.011084,7.2702e-06,1,2.1371,1,2.2125,0.45454,0.7
303.28,0.11109,0.010852,9.6403e-06,1,2.1373,1,2.2125,0.45454,0.55
300.77,0.11156,0.011543,8.8638e-06,1,2.1322,1,2.2125,0.46667,0.7
302.89,0.11155,0.011217,1.439e-05,1,2.1327,1,2.2125,0.46667,0.55
300.47,0.11225,0.011953,1.0829e-05,1,2.1272,1,2.2125,0.47879,0.7
302.52,0.11224,0.011506,2.0428e-05,1,2.1281,1,2.2125,0.47879,0.55
300.18,0.11329,0.012305,1.3306e-05,1,2.122,1,2.2125,0.49091,0.7
302.17,0.11329,0.011709,2.7691e-05,1,2.1236,1,2.2125,0.49091,0.55
299.9,0.11485,0.01259,1.6555e-05,1,2.1165,1,2.2125,0.50303,0.7
301.83,0.11486,0.011816,3.5678e-05,1,2.1192,1,2.2125,0.50303,0.55
299.63,0.11715,0.012792,2.098e-05,1,2.1109,1,2.2125,0.51515,0.7
301.51,0.11719,0.011822,4.2943e-05,1,2.1152,1,2.2125,0.51515,0.55
299.37,0.12057,0.012892,2.6899e-05,1,2.1051,1,2.2125,0.52727,0.7
301.19,0.12066,0.011732,4.5955e-05,1,2.1116,1,2.2125,0.52727,0.55
299.13,0.12571,0.012858,3.2533e-05,1,2.0988,1,2.2125,0.53939,0.7
300.88,0.12589,0.011568,3.639e-05,1,2.1086,1,2.2125,0.53939,0.55
298.89,0.1337,0.012635,2.6674e-05,1,2.0921,1,2.2125,0.55151,0.7
300.58,0.13402,0.011395,-5.8303e-06,1,2.1064,1,2.2125,0.55151,0.55
298.65,0.14709,0.012109,-3.5157e-05,1,2.0844,1,2.2125,0.56364,0.7
300.28,0.14765,0.01134,-0.00013093,1,2.1051,1,2.2125,0.56364,0.55
298.41,0.173,0.010866,-0.00039427,1,2.074,1,2.2125,0.57576,0.7
299.97,0.17395,0.011757,-0.00052766,1,2.1048,1,2.2125,0.57576,0.55
298.15,0.23631,0.0068485,-0.0031157,1,2.0574,1,2.2125,0.58788,0.7
299.64,0.23795,0.013316,-0.0022184,1,2.1044,1,2.2125,0.58788,0.55
297.77,0.41285,-0.0016878,-0.022358,1,2.0841,1,2.2125,0.6,0.7
299.16,0.41579,0.012823,-0.0068272,1,2.089,1,2.2125,0.6,0.55
311.15,0.02109,-4.1632e-06,-3.0864e-05,1,2.2421,1,2.2,0.2,0.7
310.7,0.033173,4.9022e-05,-3.1043e-05,1,2.2423,1,2.2,0.21212,0.7
311.52,0.033427,1.2328e-05,-7.793e-05,1,2.242,1,2.2,0.2,0.68846
312.2,0.053974,4.4702e-05,-0.00015458,1,2.2415,1,2.2,0.2,0.67692
312.76,0.067846,7.3354e-05,-0.00018921,1,2.2409,1,2.2,0.2,0.66539
313.24,0.077267,9.5168e-05,-0.00017597,1,2.2404,1,2.2,0.2,0.65385
313.67,0.08319,0.00010959,-0.00012263,1,2.2399,1,2.2,0.2,0.64231
314.06,0.086059,0.00011676,-4.3864e-05,1,2.2397,1,2.2,0.2,0.63077
314.41,0.086059,0.00011676,4.3587e-05,1,2.2397,1,2.2,0.2,0.61923
314.7,0.08319,0.00010961,0.00012238,1,2.2399,1,2.2,0.2,0.60769
314.92,0.077267,9.5194e-05,0.00017575,1,2.2404,1,2.2,0.2,0.59615
315.08,0.067846,7.3385e-05,0.00018906,1,2.2409,1,2.2,0.2,0.58461
315.14,0.053974,4.473e-05,0.0001545,1,2.2415,1,2.2,0.2,0.57308
315.1,0.033427,1.2344e-05,7.7907e-05,1,2.242,1,2.2,0.2,0.56154
315.04,0.02109,-4.156e-06,3.0861e-05,1,2.2421,1,2.2,0.2,0.55
314.62,0.033173,4.9066e-05,3.1033e-05,1,2.2423,1,2.2,0.21212,0.55
309.88,0.053404,0.00022587,-2.6992e-05,1,2.2427,1,2.2,0.22424,0.7
313.82,0.053404,0.00022602,2.6969e-05,1,2.2427,1,2.2,0.22424,0.55
309.18,0.067473,0.00053049,-1.8806e-05,1,2.2431,1,2.2,0.23636,0.7
313.08,0.067473,0.0005308,1.8774e-05,1,2.2431,1,2.2,0.23636,0.55
308.53,0.07785,0.00093797,-1.2072e-05,1,2.2432,1,2.2,0.24848,0.7
312.36,0.07785,0.00093848,1.203e-05,1,2.2432,1,2.2,0.24848,0.55
307.93,0.085716,0.0014261,-7.501e-06,1,2.2431,1,2.2,0.26061,0.7
311.68,0.085716,0.0014268,7.449e-06,1,2.2431,1,2.2,0.26061,0.55
307.37,0.091757,0.0019761,-4.5881e-06,1,2.2427,1,2.2,0.27273,0.7
311.02,0.091757,0.0019771,4.5275e-06,1,2.2427,1,2.2,0.27273,0.55
306.82,0.096429,0.0025732,-2.7574e-06,1,2.242,1,2.2,0.28485,0.7
310.38,0.096429,0.0025744,2.6915e-06,1,2.242,1,2.2,0.28485,0.55
306.28,0.10005,0.0032058,-1.5658e-06,1,2.2409,1,2.2,0.29697,0.7
309.74,0.10005,0.0032072,1.5022e-06,1,2.2409,1,2.2,0.29697,0.55
305.77,0.10286,0.0038648,-7.2948e-07,1,2.2395,1,2.2,0.30909,0.7
309.12,0.10286,0.0038661,6.8248e-07,1,2.2395,1,2.2,0.30909,0.55
305.29,0.10503,0.0045426,-8.1155e-08,1,2.2378,1,2.2,0.32121,0.7
308.53,0.10503,0.0045436,7.6632e-08,1,2.2378,1,2.2,0.32121,0.55
304.83,0.10669,0.0052328,4.7195e-07,1,2.2357,1,2.2,0.33333,0.7
307.95,0.10669,0.0052331,-3.923e-07,1,2.2357,1,2.2,0.33333,0.55
304.38,0.10796,0.0059299,9.8016e-07,1,2.2334,1,2.2,0.34545,0.7
307.4,0.10796,0.0059287,-7.5108e-07,1,2.2333,1,2.2,0.34545,0.55
303.95,0.10892,0.0066287,1.4723e-06,1,2.2306,1,2.2,0.35758,0.7
306.88,0.10892,0.0066247,-9.9383e-07,1,2.2306,1,2.2,0.35758,0.55
303.53,0.10963,0.0073246,1.9684e-06,1,2.2276,1,2.2,0.3697,0.7
306.37,0.10963,0.0073157,-1.0929e-06,1,2.2276,1,2.2,0.3697,0.55
303.14,0.11014,0.0080129,2.4871e-06,1,2.2243,1,2.2,0.38182,0.7
305.88,0.11014,0.0079963,-1.0021e-06,1,2.2242,1,2.2,0.38182,0.55
302.76,0.11051,0.0086893,3.0494e-06,1,2.2206,1,2.2,0.39394,0.7
305.4,0.11051,0.008661,-6.5672e-07,1,2.2206,1,2.2,0.39394,0.55
302.38,0.11077,0.0093496,3.6801e-06,1,2.2167,1,2.2,0.40606,0.7
304.94,0.11077,0.0093036,3.4928e-08,1,2.2166,1,2.2,0.40606,0.55
302.02,0.11097,0.0099895,4.4077e-06,1,2.2125,1,2.2,0.41818,0.7
304.49,0.11096,0.0099177,1.1935e-06,1,2.2125,1,2.2,0.41818,0.55
301.67,0.11114,0.010605,5.2634e-06,1,2.208,1,2.2,0.4303,0.7
304.06,0.11113,0.010496,2.9658e-06,1,2.208,1,2.2,0.4303,0.55
301.34,0.11133,0.01119,6.2792e-06,1,2.2033,1,2.2,0.44242,0.7
303.64,0.11132,0.011031,5.5259e-06,1,2.2034,1,2.2,0.44242,0.55
301.02,0.11159,0.011741,7.4888e-06,1,2.1984,1,2.2,0.45454,0.7
303.24,0.11158,0.011513,9.0678e-06,1,2.1986,1,2.2,0.45454,0.55
300.71,0.112,0.012251,8.9323e-06,1,2.1932,1,2.2,0.46667,0.7
302.85,0.11198,0.011932,1.3779e-05,1,2.1937,1,2.2,0.46667,0.55
300.41,0.11262,0.012714,1.0676e-05,1,2.1878,1,2.2,0.47879,0.7
302.48,0.11261,0.012278,1.978e-05,1,2.1888,1,2.2,0.47879,0.55
300.13,0.1136,0.01312,1.2855e-05,1,2.1822,1,2.2,0.49091,0.7
302.13,0.11359,0.01254,2.6991e-05,1,2.1839,1,2.2,0.49091,0.55
299.85,0.11507,0.013459,1.5743e-05,1,2.1764,1,2.2,0.50303,0.7
301.79,0.11508,0.012708,3.4873e-05,1,2.1791,1,2.2,0.50303,0.55
299.58,0.11728,0.013716,1.9836e-05,1,2.1704,1,2.2,0.51515,0.7
301.46,0.11732,0.012779,4.1859e-05,1,2.1746,1,2.2,0.51515,0.55
299.32,0.1206,0.013872,2.572e-05,1,2.1641,1,2.2,0.52727,0.7
301.14,0.12068,0.012757,4.41e-05,1,2.1706,1,2.2,0.52727,0.55
299.08,0.12561,0.013897,3.237e-05,1,2.1575,1,2.2,0.53939,0.7
300.83,0.12578,0.012669,3.2436e-05,1,2.1671,1,2.2,0.53939,0.55
298.84,0.13345,0.013742,3.0611e-05,1,2.1503,1,2.2,0.55151,0.7
300.53,0.13376,0.012584,-1.5454e-05,1,2.1644,1,2.2,0.55151,0.55
298.6,0.14666,0.013305,-1.8558e-05,1,2.1422,1,2.2,0.56364,0.7
300.23,0.1472,0.012645,-0.00015575,1,2.1625,1,2.2,0.56364,0.55
298.36,0.17231,0.012214,-0.0003335,1,2.1313,1,2.2,0.57576,0.7
299.93,0.17323,0.013249,-0.00060224,1,2.1616,1,2.2,0.57576,0.55
298.11,0.23511,0.0085014,-0.0028435,1,2.1141,1,2.2,0.58788,0.7
299.59,0.23672,0.015149,-0.0025216,1,2.1603,1,2.2,0.58788,0.55
297.73,0.4106,4.4137e-05,-0.021436,1,2.1375,1,2.2,0.6,0.7
299.11,0.41341,0.014724,-0.007825,1,2.1409,1,2.2,0.6,0.55
311.27,0.021224,-4.3906e-06,-3.2194e-05,1,2.3058,1,2.1875,0.2,0.7
310.81,0.033387,5.0976e-05,-3.2379e-05,1,2.306,1,2.1875,0.21212,0.7
311.66,0.033641,1.2794e-05,-8.1286e-05,1,2.3057,1,2.1875,0.2,0.68846
312.36,0.054324,4.6547e-05,-0.00016125,1,2.3052,1,2.1875,0.2,0.67692
312.94,0.06829,7.6446e-05,-0.0001974,1,2.3046,1,2.1875,0.2,0.66539
313.43,0.077777,9.922e-05,-0.00018361,1,2.304,1,2.1875,0.2,0.65385
313.88,0.083741,0.00011429,-0.00012798,1,2.3035,1,2.1875,0.2,0.64231
314.28,0.086631,0.00012177,-4.5799e-05,1,2.3033,1,2.1875,0.2,0.63077
314.64,0.086631,0.00012178,4.5444e-05,1,2.3033,1,2.1875,0.2,0.61923
314.94,0.083741,0.0001143,0.00012765,1,2.3035,1,2.1875,0.2,0.60769
315.18,0.077777,9.9245e-05,0.00018334,1,2.304,1,2.1875,0.2,0.59615
315.34,0.06829,7.6475e-05,0.00019722,1,2.3046,1,2.1875,0.2,0.58461
315.42,0.054324,4.6572e-05,0.00016116,1,2.3052,1,2.1875,0.2,0.57308
315.37,0.033641,1.2807e-05,8.126e-05,1,2.3057,1,2.1875,0.2,0.56154
315.32,0.021224,-4.3858e-06,3.2191e-05,1,2.3058,1,2.1875,0.2,0.55
314.88,0.033387,5.1013e-05,3.2369e-05,1,2.306,1,2.1875,0.21212,0.55
309.98,0.053752,0.00023522,-2.8154e-05,1,2.3065,1,2.1875,0.22424,0.7
314.03,0.053752,0.00023535,2.813e-05,1,2.3065,1,2.1875,0.22424,0.55
309.25,0.067919,0.0005528,-1.9614e-05,1,2.3068,1,2.1875,0.23636,0.7
313.26,0.067919,0.00055309,1.9579e-05,1,2.3068,1,2.1875,0.23636,0.55
308.59,0.078371,0.00097788,-1.2583e-05,1,2.307,1,2.1875,0.24848,0.7
312.52,0.078371,0.00097836,1.2538e-05,1,2.307,1,2.1875,0.24848,0.55
307.97,0.086295,0.0014874,-7.8026e-06,1,2.3069,1,2.1875,0.26061,0.7
311.81,0.086294,0.0014881,7.7488e-06,1,2.3069,1,2.1875,0.26061,0.55
307.38,0.092382,0.002062,-4.7476e-06,1,2.3064,1,2.1875,0.27273,0.7
311.12,0.092382,0.0020629,4.6862e-06,1,2.3064,1,2.1875,0.27273,0.55
306.82,0.09709,0.0026864,-2.8176e-06,1,2.3057,1,2.1875,0.28485,0.7
310.46,0.09709,0.0026875,2.7524e-06,1,2.3057,1,2.1875,0.28485,0.55
306.28,0.10074,0.0033485,-1.551e-06,1,2.3046,1,2.1875,0.29697,0.7
309.81,0.10074,0.0033498,1.4899e-06,1,2.3046,1,2.1875,0.29697,0.55
305.76,0.10357,0.0040392,-6.5274e-07,1,2.3031,1,2.1875,0.30909,0.7
309.17,0.10357,0.0040404,6.1061e-07,1,2.3031,1,2.1875,0.30909,0.55
305.27,0.10575,0.0047505,5.0921e-08,1,2.3014,1,2.1875,0.32121,0.7
308.56,0.10575,0.0047514,-4.8063e-08,1,2.3013,1,2.1875,0.32121,0.55
304.8,0.10743,0.0054762,6.5607e-07,1,2.2992,1,2.1875,0.33333,0.7
307.98,0.10742,0.0054762,-5.6689e-07,1,2.2992,1,2.1875,0.33333,0.55
304.34,0.1087,0.0062105,1.2142e-06,1,2.2967,1,2.1875,0.34545,0.7
307.42,0.1087,0.0062089,-9.7409e-07,1,2.2967,1,2.1875,0.34545,0.55
303.9,0.10965,0.0069482,1.7542e-06,1,2.2939,1,2.1875,0.35758,0.7
306.88,0.10965,0.0069438,-1.264e-06,1,2.2938,1,2.1875,0.35758,0.55
303.48,0.11035,0.0076847,2.295e-06,1,2.2907,1,2.1875,0.3697,0.7
306.36,0.11035,0.0076755,-1.4094e-06,1,2.2906,1,2.1875,0.3697,0.55
303.08,0.11086,0.0084154,2.8536e-06,1,2.2872,1,2.1875,0.38182,0.7
