"T","U:0","U:1","U:2","kappaEff","p_rgh","rhok","Points:0","Points:1","Points:2"
298.18,0.46937,-0.023851,-0.034271,1,1.2289,1,2.4,0.6,0.7
299.47,0.47823,-0.010434,0.0040408,1,1.2456,1,2.4,0.6,0.55
308.94,0.01957,-5.0567e-06,-1.6464e-05,1,1.3254,1,2.3875,0.2,0.7
308.67,0.030757,1.9132e-05,-1.5342e-05,1,1.3255,1,2.3875,0.21212,0.7
309.15,0.030997,4.3468e-06,-3.4745e-05,1,1.3253,1,2.3875,0.2,0.68846
309.52,0.050011,2.3639e-05,-5.6098e-05,1,1.325,1,2.3875,0.2,0.67692
309.83,0.06281,4.1716e-05,-4.915e-05,1,1.3247,1,2.3875,0.2,0.66539
310.09,0.071473,5.5734e-05,-2.1724e-05,1,1.3244,1,2.3875,0.2,0.65385
310.31,0.076895,6.5037e-05,1.4789e-05,1,1.3243,1,2.3875,0.2,0.64231
310.5,0.079506,6.9725e-05,5.1225e-05,1,1.3242,1,2.3875,0.2,0.63077
310.66,0.079484,6.9961e-05,8.2369e-05,1,1.3242,1,2.3875,0.2,0.61923
310.79,0.076834,6.5785e-05,0.00010535,1,1.3244,1,2.3875,0.2,0.60769
310.89,0.071382,5.7119e-05,0.00011731,1,1.3247,1,2.3875,0.2,0.59615
310.95,0.062707,4.3923e-05,0.0001136,1,1.325,1,2.3875,0.2,0.58461
310.97,0.049914,2.6752e-05,8.9359e-05,1,1.3254,1,2.3875,0.2,0.57308
310.95,0.030932,7.7118e-06,4.467e-05,1,1.3256,1,2.3875,0.2,0.56154
310.92,0.019528,-1.8816e-06,1.7719e-05,1,1.3257,1,2.3875,0.2,0.55
310.72,0.030694,2.732e-05,1.8594e-05,1,1.3258,1,2.3875,0.21212,0.55
308.19,0.049462,0.00010952,-1.1513e-05,1,1.3258,1,2.3875,0.22424,0.7
310.35,0.049368,0.00012577,1.7862e-05,1,1.326,1,2.3875,0.22424,0.55
307.75,0.062417,0.00028155,-6.6951e-06,1,1.326,1,2.3875,0.23636,0.7
309.97,0.06231,0.00030222,1.4619e-05,1,1.3262,1,2.3875,0.23636,0.55
307.34,0.071928,0.00053042,-3.2586e-06,1,1.3262,1,2.3875,0.24848,0.7
309.6,0.071816,0.00055258,1.1722e-05,1,1.3263,1,2.3875,0.24848,0.55
306.95,0.079104,0.00084947,-1.1029e-06,1,1.3261,1,2.3875,0.26061,0.7
309.23,0.078993,0.00087122,9.4798e-06,1,1.3262,1,2.3875,0.26061,0.55
306.56,0.084602,0.0012293,2.5809e-07,1,1.3258,1,2.3875,0.27273,0.7
308.87,0.084495,0.0012498,7.706e-06,1,1.3259,1,2.3875,0.27273,0.55
306.17,0.088858,0.0016587,1.1498e-06,1,1.3253,1,2.3875,0.28485,0.7
308.49,0.088755,0.0016778,6.2566e-06,1,1.3253,1,2.3875,0.28485,0.55
305.79,0.092179,0.0021259,1.7536e-06,1,1.3245,1,2.3875,0.29697,0.7
308.12,0.092083,0.0021437,5.0566e-06,1,1.3245,1,2.3875,0.29697,0.55
305.42,0.094796,0.0026184,2.1572e-06,1,1.3233,1,2.3875,0.30909,0.7
307.74,0.094706,0.0026355,4.0704e-06,1,1.3233,1,2.3875,0.30909,0.55
305.06,0.096877,0.0031249,2.4082e-06,1,1.3218,1,2.3875,0.32121,0.7
307.35,0.096794,0.0031414,3.2766e-06,1,1.3218,1,2.3875,0.32121,0.55
304.7,0.098555,0.0036345,2.5409e-06,1,1.32,1,2.3875,0.33333,0.7
306.97,0.098478,0.0036507,2.6598e-06,1,1.32,1,2.3875,0.33333,0.55
304.35,0.099931,0.0041375,2.5896e-06,1,1.3178,1,2.3875,0.34545,0.7
306.59,0.099861,0.0041532,2.2069e-06,1,1.3179,1,2.3875,0.34545,0.55
304.02,0.10109,0.0046251,2.5951e-06,1,1.3154,1,2.3875,0.35758,0.7
306.22,0.10102,0.0046395,1.9071e-06,1,1.3154,1,2.3875,0.35758,0.55
303.68,0.10208,0.005089,2.607e-06,1,1.3126,1,2.3875,0.3697,0.7
305.84,0.10203,0.0051006,1.7564e-06,1,1.3126,1,2.3875,0.3697,0.55
303.35,0.10298,0.0055217,2.6874e-06,1,1.3095,1,2.3875,0.38182,0.7
305.47,0.10293,0.0055278,1.7627e-06,1,1.3095,1,2.3875,0.38182,0.55
303.02,0.10382,0.0059156,2.9153e-06,1,1.3062,1,2.3875,0.39394,0.7
305.11,0.10378,0.0059118,1.9493e-06,1,1.3061,1,2.3875,0.39394,0.55
302.7,0.10466,0.0062632,3.3921e-06,1,1.3026,1,2.3875,0.40606,0.7
304.75,0.10462,0.006243,2.3572e-06,1,1.3026,1,2.3875,0.40606,0.55
302.38,0.10553,0.0065568,4.2491e-06,1,1.2988,1,2.3875,0.41818,0.7
304.39,0.1055,0.0065106,3.0451e-06,1,1.2988,1,2.3875,0.41818,0.55
302.07,0.10648,0.0067881,5.6551e-06,1,1.2949,1,2.3875,0.4303,0.7
304.04,0.10646,0.0067022,4.0866e-06,1,1.2948,1,2.3875,0.4303,0.55
301.76,0.10756,0.0069484,7.8228e-06,1,1.2908,1,2.3875,0.44242,0.7
303.7,0.10756,0.0068043,5.5664e-06,1,1.2908,1,2.3875,0.44242,0.55
301.46,0.10884,0.0070284,1.1014e-05,1,1.2866,1,2.3875,0.45454,0.7
303.35,0.10885,0.0068013,7.5743e-06,1,1.2867,1,2.3875,0.45454,0.55
301.17,0.11039,0.0070176,1.5539e-05,1,1.2823,1,2.3875,0.46667,0.7
303.02,0.11043,0.0066759,1.0186e-05,1,1.2827,1,2.3875,0.46667,0.55
300.89,0.11232,0.0069048,2.1732e-05,1,1.278,1,2.3875,0.47879,0.7
302.69,0.11238,0.0064094,1.3442e-05,1,1.2789,1,2.3875,0.47879,0.55
300.61,0.11475,0.0066766,2.9892e-05,1,1.2738,1,2.3875,0.49091,0.7
302.37,0.11484,0.0059818,1.7326e-05,1,1.2753,1,2.3875,0.49091,0.55
300.34,0.11785,0.0063163,4.0072e-05,1,1.2695,1,2.3875,0.50303,0.7
302.06,0.11801,0.0053731,2.1771e-05,1,1.2722,1,2.3875,0.50303,0.55
300.08,0.1219,0.0058005,5.1516e-05,1,1.2652,1,2.3875,0.51515,0.7
301.75,0.12214,0.0045634,2.6723e-05,1,1.2696,1,2.3875,0.51515,0.55
299.82,0.12728,0.0050914,6.0932e-05,1,1.2609,1,2.3875,0.52727,0.7
301.45,0.12764,0.0035341,3.2448e-05,1,1.2679,1,2.3875,0.52727,0.55
299.57,0.13465,0.0041191,5.6661e-05,1,1.2564,1,2.3875,0.53939,0.7
301.16,0.13519,0.0022666,4.0444e-05,1,1.2672,1,2.3875,0.53939,0.55
299.32,0.14528,0.0027449,1.1573e-06,1,1.2517,1,2.3875,0.55151,0.7
300.86,0.14607,0.00073624,5.6325e-05,1,1.2678,1,2.3875,0.55151,0.55
299.07,0.16202,0.00067741,-0.00022117,1,1.2464,1,2.3875,0.56364,0.7
300.57,0.16319,-0.0011004,9.7506e-05,1,1.2702,1,2.3875,0.56364,0.55
298.83,0.19286,-0.0030448,-0.0011428,1,1.2384,1,2.3875,0.57576,0.7
300.27,0.19463,-0.0034211,0.00025747,1,1.2744,1,2.3875,0.57576,0.55
298.56,0.26568,-0.011594,-0.0065109,1,1.2262,1,2.3875,0.58788,0.7
299.94,0.26872,-0.0065264,0.0011258,1,1.2819,1,2.3875,0.58788,0.55
298.18,0.46309,-0.02262,-0.033891,1,1.2927,1,2.3875,0.6,0.7
299.48,0.47114,-0.0092752,0.0039732,1,1.3094,1,2.3875,0.6,0.55
309.07,0.019637,-3.1567e-06,-1.8461e-05,1,1.3846,1,2.375,0.2,0.7
308.79,0.030865,2.7948e-05,-1.7922e-05,1,1.3847,1,2.375,0.21212,0.7
309.28,0.031105,7.3758e-06,-4.2683e-05,1,1.3845,1,2.375,0.2,0.68846
309.67,0.05019,2.8237e-05,-7.6723e-05,1,1.3842,1,2.375,0.2,0.67692
309.99,0.063048,4.6916e-05,-8.1368e-05,1,1.3838,1,2.375,0.2,0.66539
310.26,0.071759,6.1151e-05,-5.9859e-05,1,1.3835,1,2.375,0.2,0.65385
310.49,0.077219,7.0519e-05,-2.1521e-05,1,1.3833,1,2.375,0.2,0.64231
310.69,0.079853,7.5185e-05,2.3604e-05,1,1.3832,1,2.375,0.2,0.63077
310.86,0.079839,7.5315e-05,6.7378e-05,1,1.3832,1,2.375,0.2,0.61923
310.99,0.077178,7.0945e-05,0.00010308,1,1.3834,1,2.375,0.2,0.60769
311.1,0.071698,6.1984e-05,0.00012431,1,1.3837,1,2.375,0.2,0.59615
311.16,0.062979,4.8312e-05,0.00012435,1,1.384,1,2.375,0.2,0.58461
311.18,0.050127,3.0274e-05,9.853e-05,1,1.3844,1,2.375,0.2,0.57308
311.16,0.031062,9.6269e-06,4.9005e-05,1,1.3847,1,2.375,0.2,0.56154
311.13,0.019609,-1.0083e-06,1.9155e-05,1,1.3848,1,2.375,0.2,0.55
310.93,0.030824,3.344e-05,1.9927e-05,1,1.3849,1,2.375,0.21212,0.55
308.29,0.049643,0.00013433,-1.4602e-05,1,1.385,1,2.375,0.22424,0.7
310.54,0.049582,0.00014521,1.8664e-05,1,1.3851,1,2.375,0.22424,0.55
307.84,0.062661,0.00032361,-9.4964e-06,1,1.3852,1,2.375,0.23636,0.7
310.15,0.062591,0.00033743,1.4628e-05,1,1.3853,1,2.375,0.23636,0.55
307.42,0.07223,0.00058568,-5.6454e-06,1,1.3852,1,2.375,0.24848,0.7
309.77,0.072156,0.00060047,1.1152e-05,1,1.3853,1,2.375,0.24848,0.55
307.02,0.07946,0.00091088,-3.1643e-06,1,1.3851,1,2.375,0.26061,0.7
309.38,0.079386,0.0009254,8.6245e-06,1,1.3852,1,2.375,0.26061,0.55
306.62,0.085003,0.0012891,-1.6177e-06,1,1.3848,1,2.375,0.27273,0.7
309,0.084932,0.0013029,6.8122e-06,1,1.3849,1,2.375,0.27273,0.55
306.22,0.089296,0.0017102,-6.5241e-07,1,1.3842,1,2.375,0.28485,0.7
308.61,0.089228,0.001723,5.4833e-06,1,1.3843,1,2.375,0.28485,0.55
305.84,0.092645,0.0021636,-4.1941e-08,1,1.3834,1,2.375,0.29697,0.7
308.22,0.092581,0.0021758,4.4826e-06,1,1.3834,1,2.375,0.29697,0.55
305.46,0.095278,0.002639,3.4149e-07,1,1.3822,1,2.375,0.30909,0.7
307.83,0.095218,0.0026507,3.7198e-06,1,1.3822,1,2.375,0.30909,0.55
305.09,0.097366,0.0031264,5.709e-07,1,1.3807,1,2.375,0.32121,0.7
307.44,0.09731,0.0031377,3.1452e-06,1,1.3807,1,2.375,0.32121,0.55
304.73,0.099042,0.0036161,6.9292e-07,1,1.379,1,2.375,0.33333,0.7
307.04,0.09899,0.0036272,2.7325e-06,1,1.379,1,2.375,0.33333,0.55
304.38,0.10041,0.0040994,7.4521e-07,1,1.3769,1,2.375,0.34545,0.7
306.66,0.10036,0.0041098,2.4657e-06,1,1.3769,1,2.375,0.34545,0.55
304.04,0.10154,0.0045679,7.6618e-07,1,1.3745,1,2.375,0.35758,0.7
306.27,0.1015,0.0045767,2.3388e-06,1,1.3745,1,2.375,0.35758,0.55
303.7,0.10251,0.0050138,8.0075e-07,1,1.3718,1,2.375,0.3697,0.7
305.89,0.10247,0.0050192,2.3578e-06,1,1.3718,1,2.375,0.3697,0.55
303.36,0.10337,0.0054296,9.0443e-07,1,1.3689,1,2.375,0.38182,0.7
305.52,0.10334,0.0054288,2.5418e-06,1,1.3688,1,2.375,0.38182,0.55
303.02,0.10417,0.0058079,1.1483e-06,1,1.3657,1,2.375,0.39394,0.7
305.15,0.10414,0.0057965,2.925e-06,1,1.3656,1,2.375,0.39394,0.55
302.7,0.10495,0.0061414,1.6242e-06,1,1.3623,1,2.375,0.40606,0.7
304.78,0.10492,0.0061127,3.56e-06,1,1.3622,1,2.375,0.40606,0.55
302.38,0.10576,0.0064228,2.4504e-06,1,1.3587,1,2.375,0.41818,0.7
304.42,0.10573,0.0063669,4.5194e-06,1,1.3587,1,2.375,0.41818,0.55
302.06,0.10663,0.0066442,3.7786e-06,1,1.355,1,2.375,0.4303,0.7
304.06,0.10662,0.0065476,5.8979e-06,1,1.3549,1,2.375,0.4303,0.55
301.76,0.10763,0.0067977,5.7988e-06,1,1.3512,1,2.375,0.44242,0.7
303.72,0.10762,0.0066418,7.8066e-06,1,1.3512,1,2.375,0.44242,0.55
301.46,0.10881,0.006875,8.7433e-06,1,1.3472,1,2.375,0.45454,0.7
303.37,0.10881,0.0066351,1.0361e-05,1,1.3474,1,2.375,0.45454,0.55
301.16,0.11025,0.0068669,1.2885e-05,1,1.3433,1,2.375,0.46667,0.7
303.04,0.11027,0.0065118,1.3664e-05,1,1.3437,1,2.375,0.46667,0.55
300.88,0.11204,0.0067637,1.8521e-05,1,1.3393,1,2.375,0.47879,0.7
302.7,0.11208,0.0062547,1.7785e-05,1,1.3402,1,2.375,0.47879,0.55
300.6,0.11432,0.0065538,2.5912e-05,1,1.3354,1,2.375,0.49091,0.7
302.38,0.11439,0.0058464,2.2732e-05,1,1.3369,1,2.375,0.49091,0.55
300.33,0.11727,0.006223,3.5102e-05,1,1.3314,1,2.375,0.50303,0.7
302.06,0.11738,0.0052693,2.8434e-05,1,1.3341,1,2.375,0.50303,0.55
300.07,0.12113,0.0057505,4.539e-05,1,1.3275,1,2.375,0.51515,0.7
301.76,0.12131,0.0045069,3.4776e-05,1,1.3319,1,2.375,0.51515,0.55
299.81,0.1263,0.0051022,5.3702e-05,1,1.3235,1,2.375,0.52727,0.7
301.46,0.12658,0.0035444,4.1828e-05,1,1.3305,1,2.375,0.52727,0.55
299.56,0.13344,0.0042124,4.8936e-05,1,1.3194,1,2.375,0.53939,0.7
301.16,0.13388,0.0023681,5.0597e-05,1,1.3302,1,2.375,0.53939,0.55
299.31,0.14379,0.0029491,-4.8156e-06,1,1.315,1,2.375,0.55151,0.7
300.87,0.14447,0.00095985,6.5375e-05,1,1.3311,1,2.375,0.55151,0.55
299.07,0.16019,0.0010316,-0.00021936,1,1.3099,1,2.375,0.56364,0.7
300.58,0.16122,-0.00071419,0.00010072,1,1.3336,1,2.375,0.56364,0.55
298.82,0.19055,-0.0024692,-0.001111,1,1.3021,1,2.375,0.57576,0.7
300.28,0.19213,-0.0028062,0.00023735,1,1.3379,1,2.375,0.57576,0.55
298.55,0.26242,-0.010667,-0.0063393,1,1.29,1,2.375,0.58788,0.7
299.95,0.26515,-0.0055889,0.0010028,1,1.3452,1,2.375,0.58788,0.55
298.17,0.4575,-0.021358,-0.03335,1,1.3548,1,2.375,0.6,0.7
299.48,0.46484,-0.0080546,0.0036868,1,1.3713,1,2.375,0.6,0.55
309.2,0.019716,-2.3533e-06,-1.9674e-05,1,1.444,1,2.3625,0.2,0.7
308.92,0.03099,3.2627e-05,-1.9398e-05,1,1.4441,1,2.3625,0.21212,0.7
309.42,0.031231,8.8247e-06,-4.7333e-05,1,1.4439,1,2.3625,0.2,0.68846
309.83,0.050397,3.0639e-05,-8.8831e-05,1,1.4436,1,2.3625,0.2,0.67692
310.16,0.063314,4.9762e-05,-0.00010055,1,1.4432,1,2.3625,0.2,0.66539
310.44,0.07207,6.4194e-05,-8.305e-05,1,1.4428,1,2.3625,0.2,0.65385
310.68,0.077564,7.3645e-05,-4.4314e-05,1,1.4426,1,2.3625,0.2,0.64231
310.89,0.080217,7.8322e-05,5.3145e-06,1,1.4425,1,2.3625,0.2,0.63077
311.07,0.080208,7.8393e-05,5.6127e-05,1,1.4425,1,2.3625,0.2,0.61923
311.21,0.077536,7.3891e-05,9.9222e-05,1,1.4427,1,2.3625,0.2,0.60769
311.31,0.07203,6.4706e-05,0.00012616,1,1.443,1,2.3625,0.2,0.59615
311.38,0.063268,5.0663e-05,0.00012901,1,1.4433,1,2.3625,0.2,0.58461
311.41,0.050355,3.1988e-05,0.00010306,1,1.4437,1,2.3625,0.2,0.57308
311.38,0.031203,1.0336e-05,5.1349e-05,1,1.444,1,2.3625,0.2,0.56154
311.35,0.019698,-9.0107e-07,2.005e-05,1,1.4441,1,2.3625,0.2,0.55
311.15,0.030964,3.6319e-05,2.0631e-05,1,1.4442,1,2.3625,0.21212,0.55
308.4,0.049849,0.00014871,-1.6242e-05,1,1.4444,1,2.3625,0.22424,0.7
310.74,0.049809,0.00015601,1.8832e-05,1,1.4444,1,2.3625,0.22424,0.55
307.94,0.062931,0.00034965,-1.0855e-05,1,1.4446,1,2.3625,0.23636,0.7
310.34,0.062885,0.00035894,1.4165e-05,1,1.4446,1,2.3625,0.23636,0.55
307.51,0.072553,0.00062188,-6.6627e-06,1,1.4446,1,2.3625,0.24848,0.7
309.94,0.072505,0.00063183,1.0226e-05,1,1.4447,1,2.3625,0.24848,0.55
307.09,0.07983,0.00095337,-3.9184e-06,1,1.4445,1,2.3625,0.26061,0.7
309.54,0.079782,0.00096318,7.4501e-06,1,1.4445,1,2.3625,0.26061,0.55
306.68,0.085413,0.0013331,-2.2121e-06,1,1.4441,1,2.3625,0.27273,0.7
309.14,0.085367,0.0013424,5.5667e-06,1,1.4442,1,2.3625,0.27273,0.55
306.28,0.089737,0.0017508,-1.1662e-06,1,1.4435,1,2.3625,0.28485,0.7
308.74,0.089693,0.0017597,4.2812e-06,1,1.4435,1,2.3625,0.28485,0.55
305.88,0.09311,0.002197,-5.2255e-07,1,1.4427,1,2.3625,0.29697,0.7
308.33,0.093067,0.0022055,3.3818e-06,1,1.4427,1,2.3625,0.29697,0.55
305.5,0.095757,0.0026623,-1.2785e-07,1,1.4415,1,2.3625,0.30909,0.7
307.93,0.095717,0.0026705,2.7412e-06,1,1.4415,1,2.3625,0.30909,0.55
305.12,0.097851,0.0031377,1.0851e-07,1,1.44,1,2.3625,0.32121,0.7
307.52,0.097814,0.0031458,2.2894e-06,1,1.44,1,2.3625,0.32121,0.55
304.76,0.099524,0.0036147,2.4277e-07,1,1.4383,1,2.3625,0.33333,0.7
307.12,0.099489,0.0036225,1.9899e-06,1,1.4383,1,2.3625,0.33333,0.55
304.4,0.10088,0.0040852,3.1566e-07,1,1.4363,1,2.3625,0.34545,0.7
306.72,0.10084,0.0040922,1.8248e-06,1,1.4362,1,2.3625,0.34545,0.55
304.05,0.10199,0.0045414,3.6459e-07,1,1.4339,1,2.3625,0.35758,0.7
306.33,0.10196,0.0045466,1.7919e-06,1,1.4339,1,2.3625,0.35758,0.55
303.7,0.10294,0.0049759,4.3114e-07,1,1.4314,1,2.3625,0.3697,0.7
305.94,0.10291,0.0049774,1.9033e-06,1,1.4313,1,2.3625,0.3697,0.55
303.36,0.10376,0.0053815,5.6613e-07,1,1.4285,1,2.3625,0.38182,0.7
305.56,0.10374,0.0053763,2.1853e-06,1,1.4285,1,2.3625,0.38182,0.55
303.02,0.10452,0.0057511,8.3469e-07,1,1.4255,1,2.3625,0.39394,0.7
305.18,0.10449,0.0057348,2.6806e-06,1,1.4254,1,2.3625,0.39394,0.55
302.7,0.10524,0.0060778,1.3209e-06,1,1.4222,1,2.3625,0.40606,0.7
304.81,0.10522,0.0060435,3.4503e-06,1,1.4221,1,2.3625,0.40606,0.55
302.37,0.10599,0.0063544,2.1333e-06,1,1.4188,1,2.3625,0.41818,0.7
304.45,0.10597,0.0062924,4.5774e-06,1,1.4187,1,2.3625,0.41818,0.55
302.06,0.10679,0.006574,3.41e-06,1,1.4153,1,2.3625,0.4303,0.7
304.09,0.10678,0.0064706,6.1691e-06,1,1.4152,1,2.3625,0.4303,0.55
301.75,0.10771,0.0067291,5.3231e-06,1,1.4116,1,2.3625,0.44242,0.7
303.73,0.1077,0.0065658,8.3522e-06,1,1.4116,1,2.3625,0.44242,0.55
301.45,0.1088,0.0068121,8.0826e-06,1,1.4079,1,2.3625,0.45454,0.7
303.39,0.10879,0.0065646,1.126e-05,1,1.4081,1,2.3625,0.45454,0.55
301.15,0.11013,0.0068153,1.1934e-05,1,1.4042,1,2.3625,0.46667,0.7
303.05,0.11013,0.0064525,1.5018e-05,1,1.4046,1,2.3625,0.46667,0.55
300.87,0.1118,0.0067298,1.7147e-05,1,1.4005,1,2.3625,0.47879,0.7
302.72,0.11182,0.006214,1.9714e-05,1,1.4013,1,2.3625,0.47879,0.55
300.59,0.11395,0.0065457,2.3961e-05,1,1.3968,1,2.3625,0.49091,0.7
302.39,0.11399,0.0058331,2.5362e-05,1,1.3983,1,2.3625,0.49091,0.55
300.32,0.11674,0.0062504,3.2426e-05,1,1.3931,1,2.3625,0.50303,0.7
302.07,0.11682,0.0052943,3.1867e-05,1,1.3958,1,2.3625,0.50303,0.55
300.05,0.12043,0.0058251,4.1913e-05,1,1.3894,1,2.3625,0.51515,0.7
301.76,0.12057,0.0045836,3.9023e-05,1,1.3938,1,2.3625,0.51515,0.55
299.8,0.12541,0.0052383,4.9583e-05,1,1.3857,1,2.3625,0.52727,0.7
301.46,0.12565,0.0036893,4.6665e-05,1,1.3926,1,2.3625,0.52727,0.55
299.55,0.13234,0.0044282,4.495e-05,1,1.3817,1,2.3625,0.53939,0.7
301.16,0.13272,0.0026015,5.5242e-05,1,1.3924,1,2.3625,0.53939,0.55
299.3,0.14245,0.0032687,-6.2929e-06,1,1.3775,1,2.3625,0.55151,0.7
300.87,0.14305,0.0013088,6.7619e-05,1,1.3935,1,2.3625,0.55151,0.55
299.06,0.15854,0.0014908,-0.0002116,1,1.3726,1,2.3625,0.56364,0.7
300.57,0.15947,-0.00021196,9.4915e-05,1,1.3961,1,2.3625,0.56364,0.55
298.81,0.18845,-0.0018011,-0.0010702,1,1.3649,1,2.3625,0.57576,0.7
300.28,0.18989,-0.0020848,0.00020374,1,1.4004,1,2.3625,0.57576,0.55
298.54,0.25945,-0.0096549,-0.0061427,1,1.3527,1,2.3625,0.58788,0.7
299.94,0.26192,-0.0045428,0.00084326,1,1.4074,1,2.3625,0.58788,0.55
298.15,0.45245,-0.020056,-0.032699,1,1.4154,1,2.3625,0.6,0.7
299.48,0.45916,-0.0067625,0.0032426,1,1.4316,1,2.3625,0.6,0.55
309.34,0.019802,-2.0739e-06,-2.0515e-05,1,1.5036,1,2.35,0.2,0.7
309.05,0.031127,3.5175e-05,-2.0367e-05,1,1.5038,1,2.35,0.21212,0.7
309.57,0.031368,9.5142e-06,-5.0338e-05,1,1.5035,1,2.35,0.2,0.68846
309.99,0.05062,3.1992e-05,-9.6513e-05,1,1.5032,1,2.35,0.2,0.67692
310.34,0.063598,5.1513e-05,-0.00011267,1,1.5028,1,2.35,0.2,0.66539
310.63,0.072399,6.6174e-05,-9.7819e-05,1,1.5024,1,2.35,0.2,0.65385
310.89,0.077923,7.5753e-05,-5.9087e-05,1,1.5022,1,2.35,0.2,0.64231
311.1,0.080594,8.048e-05,-6.9313e-06,1,1.502,1,2.35,0.2,0.63077
311.28,0.080587,8.052e-05,4.807e-05,1,1.5021,1,2.35,0.2,0.61923
311.43,0.077905,7.5899e-05,9.5743e-05,1,1.5022,1,2.35,0.2,0.60769
311.54,0.072372,6.6498e-05,0.00012643,1,1.5025,1,2.35,0.2,0.59615
311.61,0.063568,5.2105e-05,0.0001314,1,1.5029,1,2.35,0.2,0.58461
311.65,0.050592,3.2892e-05,0.00010574,1,1.5033,1,2.35,0.2,0.57308
311.62,0.03135,1.0529e-05,5.2877e-05,1,1.5036,1,2.35,0.2,0.56154
311.59,0.019791,-1.0954e-06,2.0712e-05,1,1.5037,1,2.35,0.2,0.55
311.37,0.031109,3.7656e-05,2.1121e-05,1,1.5038,1,2.35,0.21212,0.55
308.52,0.050071,0.00015744,-1.7251e-05,1,1.504,1,2.35,0.22424,0.7
310.94,0.050045,0.00016236,1.8893e-05,1,1.5041,1,2.35,0.22424,0.55
308.04,0.063216,0.00036668,-1.1637e-05,1,1.5042,1,2.35,0.23636,0.7
310.53,0.063186,0.00037297,1.3757e-05,1,1.5042,1,2.35,0.23636,0.55
307.59,0.072891,0.00064707,-7.1845e-06,1,1.5043,1,2.35,0.24848,0.7
310.12,0.07286,0.00065384,9.4739e-06,1,1.5043,1,2.35,0.24848,0.55
307.16,0.080211,0.00098484,-4.2412e-06,1,1.5041,1,2.35,0.26061,0.7
309.71,0.080179,0.00099157,6.5072e-06,1,1.5041,1,2.35,0.26061,0.55
306.74,0.08583,0.001368,-2.4134e-06,1,1.5038,1,2.35,0.27273,0.7
309.29,0.085799,0.0013745,4.5565e-06,1,1.5038,1,2.35,0.27273,0.55
306.33,0.090182,0.0017861,-1.304e-06,1,1.5032,1,2.35,0.28485,0.7
308.87,0.090152,0.0017924,3.2845e-06,1,1.5031,1,2.35,0.28485,0.55
305.93,0.093574,0.0022299,-6.2949e-07,1,1.5023,1,2.35,0.29697,0.7
308.45,0.093546,0.002236,2.4411e-06,1,1.5023,1,2.35,0.29697,0.55
305.54,0.096234,0.0026906,-2.174e-07,1,1.5011,1,2.35,0.30909,0.7
308.03,0.096207,0.0026967,1.8722e-06,1,1.5011,1,2.35,0.30909,0.55
305.16,0.098332,0.0031601,3.372e-08,1,1.4997,1,2.35,0.32121,0.7
307.62,0.098307,0.0031661,1.4916e-06,1,1.4996,1,2.35,0.32121,0.55
304.79,0.1,0.0036306,1.8624e-07,1,1.4979,1,2.35,0.33333,0.7
307.2,0.099978,0.0036362,1.2552e-06,1,1.4979,1,2.35,0.33333,0.55
304.42,0.10134,0.0040945,2.832e-07,1,1.496,1,2.35,0.34545,0.7
306.79,0.10132,0.0040993,1.1455e-06,1,1.4959,1,2.35,0.34545,0.55
304.06,0.10244,0.0045446,3.6124e-07,1,1.4937,1,2.35,0.35758,0.7
306.39,0.10242,0.0045474,1.163e-06,1,1.4936,1,2.35,0.35758,0.55
303.71,0.10336,0.0049739,4.5936e-07,1,1.4912,1,2.35,0.3697,0.7
306,0.10334,0.0049728,1.3238e-06,1,1.4911,1,2.35,0.3697,0.55
303.37,0.10415,0.0053755,6.2449e-07,1,1.4885,1,2.35,0.38182,0.7
305.61,0.10413,0.0053675,1.6591e-06,1,1.4884,1,2.35,0.38182,0.55
303.03,0.10486,0.0057429,9.1677e-07,1,1.4855,1,2.35,0.39394,0.7
305.22,0.10484,0.0057233,2.2177e-06,1,1.4854,1,2.35,0.39394,0.55
302.69,0.10554,0.0060693,1.4138e-06,1,1.4824,1,2.35,0.40606,0.7
304.85,0.10552,0.0060314,3.0682e-06,1,1.4823,1,2.35,0.40606,0.55
302.37,0.10623,0.0063482,2.2155e-06,1,1.4791,1,2.35,0.41818,0.7
304.47,0.10621,0.0062822,4.3016e-06,1,1.479,1,2.35,0.41818,0.55
302.05,0.10696,0.0065729,3.4486e-06,1,1.4757,1,2.35,0.4303,0.7
304.11,0.10695,0.0064652,6.0329e-06,1,1.4756,1,2.35,0.4303,0.55
301.74,0.1078,0.0067368,5.2704e-06,1,1.4722,1,2.35,0.44242,0.7
303.75,0.10779,0.006569,8.3986e-06,1,1.4722,1,2.35,0.44242,0.55
301.43,0.1088,0.0068329,7.872e-06,1,1.4686,1,2.35,0.45454,0.7
303.4,0.10879,0.0065811,1.1546e-05,1,1.4688,1,2.35,0.45454,0.55
301.14,0.11003,0.0068542,1.1478e-05,1,1.4651,1,2.35,0.46667,0.7
303.05,0.11003,0.0064878,1.5616e-05,1,1.4654,1,2.35,0.46667,0.55
300.85,0.1116,0.006793,1.6335e-05,1,1.4615,1,2.35,0.47879,0.7
302.72,0.1116,0.0062747,2.0708e-05,1,1.4623,1,2.35,0.47879,0.55
300.57,0.11362,0.0066404,2.2669e-05,1,1.4579,1,2.35,0.49091,0.7
302.39,0.11364,0.0059275,2.684e-05,1,1.4595,1,2.35,0.49091,0.55
300.3,0.11627,0.0063848,3.0546e-05,1,1.4544,1,2.35,0.50303,0.7
