"Node Number","Temperature","Points:0","Points:1","Points:2"
18299,180.12,3.77,0.44,0
18300,180.12,3.77,0.43,0
18301,180.12,3.77,0.42,0
18302,180.12,3.77,0.41,0
18303,180.12,3.77,0.4,0
18304,180.12,3.77,0.39,0
18305,180.12,3.77,0.38,0
18306,180.12,3.77,0.37,0
18307,180.12,3.77,0.36,0
18308,180.12,3.77,0.35,0
18309,180.12,3.77,0.34,0
18310,180.12,3.77,0.33,0
18311,180.12,3.77,0.32,0
18312,180.12,3.77,0.31,0
18313,180.12,3.77,0.3,0
18314,180.12,3.77,0.29,0
18315,180.12,3.77,0.28,0
18316,180.12,3.77,0.27,0
18317,180.12,3.77,0.26,0
18318,180.12,3.77,0.25,0
18319,180.12,3.77,0.24,0
18320,180.12,3.77,0.23,0
18321,180.12,3.77,0.22,0
18322,180.12,3.77,0.21,0
18323,180.12,3.77,0.2,0
18324,180.12,3.77,0.19,0
18325,180.12,3.77,0.18,0
18326,180.12,3.77,0.17,0
18327,180.12,3.77,0.16,0
18328,180.12,3.77,0.15,0
18329,180.12,3.77,0.14,0
18330,180.12,3.77,0.13,0
18331,180.12,3.77,0.12,0
18332,180.12,3.77,0.11,0
18333,180.12,3.77,0.1,0
18334,180.12,3.77,0.09,0
18335,180.12,3.77,0.08,0
18336,180.12,3.77,0.07,0
18337,180.12,3.77,0.06,0
18338,180.12,3.77,0.05,0
18339,180.12,3.77,0.04,0
18340,180.12,3.77,0.03,0
18341,180.12,3.77,0.02,0
18342,180.12,3.77,0.01,0
18343,180.11,3.76,0.99,0
18344,180.11,3.76,0.98,0
18345,180.11,3.76,0.97,0
18346,180.11,3.76,0.96,0
18347,180.11,3.76,0.95,0
18348,180.11,3.76,0.94,0
18349,180.11,3.76,0.93,0
18350,180.11,3.76,0.92,0
18351,180.11,3.76,0.91,0
18352,180.11,3.76,0.9,0
18353,180.11,3.76,0.89,0
18354,180.11,3.76,0.88,0
18355,180.11,3.76,0.87,0
18356,180.11,3.76,0.86,0
18357,180.12,3.76,0.85,0
18358,180.12,3.76,0.84,0
18359,180.12,3.76,0.83,0
18360,180.12,3.76,0.82,0
18361,180.12,3.76,0.81,0
18362,180.12,3.76,0.8,0
18363,180.12,3.76,0.79,0
18364,180.12,3.76,0.78,0
18365,180.12,3.76,0.77,0
18366,180.12,3.76,0.76,0
18367,180.12,3.76,0.75,0
18368,180.12,3.76,0.74,0
18369,180.12,3.76,0.73,0
18370,180.12,3.76,0.72,0
18371,180.12,3.76,0.71,0
18372,180.12,3.76,0.7,0
18373,180.12,3.76,0.69,0
18374,180.12,3.76,0.68,0
18375,180.12,3.76,0.67,0
18376,180.12,3.76,0.66,0
18377,180.12,3.76,0.65,0
18378,180.12,3.76,0.64,0
18379,180.12,3.76,0.63,0
18380,180.12,3.76,0.62,0
18381,180.12,3.76,0.61,0
18382,180.12,3.76,0.6,0
18383,180.12,3.76,0.59,0
18384,180.12,3.76,0.58,0
18385,180.12,3.76,0.57,0
18386,180.12,3.76,0.56,0
18387,180.12,3.76,0.55,0
18388,180.12,3.76,0.54,0
18389,180.12,3.76,0.53,0
18390,180.12,3.76,0.52,0
18391,180.12,3.76,0.51,0
18392,180.12,3.76,0.5,0
18393,180.12,3.76,0.49,0
18394,180.12,3.76,0.48,0
18395,180.12,3.76,0.47,0
18396,180.12,3.76,0.46,0
18397,180.12,3.76,0.45,0
18398,180.12,3.76,0.44,0
18399,180.12,3.76,0.43,0
18400,180.12,3.76,0.42,0
18401,180.12,3.76,0.41,0
18402,180.12,3.76,0.4,0
18403,180.12,3.76,0.39,0
18404,180.12,3.76,0.38,0
18405,180.12,3.76,0.37,0
18406,180.12,3.76,0.36,0
18407,180.12,3.76,0.35,0
18408,180.12,3.76,0.34,0
18409,180.12,3.76,0.33,0
18410,180.12,3.76,0.32,0
18411,180.12,3.76,0.31,0
18412,180.12,3.76,0.3,0
18413,180.12,3.76,0.29,0
18414,180.12,3.76,0.28,0
18415,180.12,3.76,0.27,0
18416,180.12,3.76,0.26,0
18417,180.12,3.76,0.25,0
18418,180.12,3.76,0.24,0
18419,180.12,3.76,0.23,0
18420,180.12,3.76,0.22,0
18421,180.12,3.76,0.21,0
18422,180.12,3.76,0.2,0
18423,180.12,3.76,0.19,0
18424,180.12,3.76,0.18,0
18425,180.12,3.76,0.17,0
18426,180.12,3.76,0.16,0
18427,180.12,3.76,0.15,0
18428,180.12,3.76,0.14,0
18429,180.12,3.76,0.13,0
18430,180.12,3.76,0.12,0
18431,180.12,3.76,0.11,0
18432,180.12,3.76,0.1,0
18433,180.12,3.76,0.09,0
18434,180.12,3.76,0.08,0
18435,180.12,3.76,0.07,0
18436,180.12,3.76,0.06,0
18437,180.12,3.76,0.05,0
18438,180.12,3.76,0.04,0
18439,180.12,3.76,0.03,0
18440,180.12,3.76,0.02,0
18441,180.12,3.76,0.01,0
18442,180.11,3.75,0.99,0
18443,180.11,3.75,0.98,0
18444,180.11,3.75,0.97,0
18445,180.11,3.75,0.96,0
18446,180.11,3.75,0.95,0
18447,180.11,3.75,0.94,0
18448,180.11,3.75,0.93,0
18449,180.11,3.75,0.92,0
18450,180.11,3.75,0.91,0
18451,180.11,3.75,0.9,0
18452,180.11,3.75,0.89,0
18453,180.11,3.75,0.88,0
18454,180.11,3.75,0.87,0
18455,180.11,3.75,0.86,0
18456,180.11,3.75,0.85,0
18457,180.12,3.75,0.84,0
18458,180.12,3.75,0.83,0
18459,180.12,3.75,0.82,0
18460,180.12,3.75,0.81,0
18461,180.12,3.75,0.8,0
18462,180.12,3.75,0.79,0
18463,180.12,3.75,0.78,0
18464,180.12,3.75,0.77,0
18465,180.12,3.75,0.76,0
18466,180.12,3.75,0.75,0
18467,180.12,3.75,0.74,0
18468,180.12,3.75,0.73,0
18469,180.12,3.75,0.72,0
18470,180.12,3.75,0.71,0
18471,180.12,3.75,0.7,0
18472,180.12,3.75,0.69,0
18473,180.12,3.75,0.68,0
18474,180.12,3.75,0.67,0
18475,180.12,3.75,0.66,0
18476,180.12,3.75,0.65,0
18477,180.12,3.75,0.64,0
18478,180.12,3.75,0.63,0
18479,180.12,3.75,0.62,0
18480,180.12,3.75,0.61,0
18481,180.12,3.75,0.6,0
18482,180.12,3.75,0.59,0
18483,180.12,3.75,0.58,0
18484,180.12,3.75,0.57,0
18485,180.12,3.75,0.56,0
18486,180.12,3.75,0.55,0
18487,180.12,3.75,0.54,0
18488,180.12,3.75,0.53,0
18489,180.12,3.75,0.52,0
18490,180.12,3.75,0.51,0
18491,180.12,3.75,0.5,0
18492,180.12,3.75,0.49,0
18493,180.12,3.75,0.48,0
18494,180.12,3.75,0.47,0
18495,180.12,3.75,0.46,0
18496,180.12,3.75,0.45,0
18497,180.12,3.75,0.44,0
18498,180.12,3.75,0.43,0
18499,180.12,3.75,0.42,0
18500,180.12,3.75,0.41,0
18501,180.12,3.75,0.4,0
18502,180.12,3.75,0.39,0
18503,180.12,3.75,0.38,0
18504,180.12,3.75,0.37,0
18505,180.12,3.75,0.36,0
18506,180.12,3.75,0.35,0
18507,180.12,3.75,0.34,0
18508,180.12,3.75,0.33,0
18509,180.12,3.75,0.32,0
18510,180.12,3.75,0.31,0
18511,180.12,3.75,0.3,0
18512,180.12,3.75,0.29,0
18513,180.12,3.75,0.28,0
18514,180.12,3.75,0.27,0
18515,180.12,3.75,0.26,0
18516,180.12,3.75,0.25,0
18517,180.12,3.75,0.24,0
18518,180.12,3.75,0.23,0
18519,180.12,3.75,0.22,0
18520,180.12,3.75,0.21,0
18521,180.12,3.75,0.2,0
18522,180.12,3.75,0.19,0
18523,180.12,3.75,0.18,0
18524,180.12,3.75,0.17,0
18525,180.12,3.75,0.16,0
18526,180.12,3.75,0.15,0
18527,180.12,3.75,0.14,0
18528,180.12,3.75,0.13,0
18529,180.12,3.75,0.12,0
18530,180.12,3.75,0.11,0
18531,180.12,3.75,0.1,0
18532,180.12,3.75,0.09,0
18533,180.12,3.75,0.08,0
18534,180.12,3.75,0.07,0
18535,180.12,3.75,0.06,0
18536,180.12,3.75,0.05,0
18537,180.12,3.75,0.04,0
18538,180.12,3.75,0.03,0
18539,180.12,3.75,0.02,0
18540,180.12,3.75,0.01,0
18541,180.11,3.74,0.99,0
18542,180.11,3.74,0.98,0
18543,180.11,3.74,0.97,0
18544,180.11,3.74,0.96,0
18545,180.11,3.74,0.95,0
18546,180.11,3.74,0.94,0
18547,180.11,3.74,0.93,0
18548,180.11,3.74,0.92,0
18549,180.11,3.74,0.91,0
18550,180.11,3.74,0.9,0
18551,180.11,3.74,0.89,0
18552,180.11,3.74,0.88,0
18553,180.11,3.74,0.87,0
18554,180.11,3.74,0.86,0
18555,180.11,3.74,0.85,0
18556,180.11,3.74,0.84,0
18557,180.11,3.74,0.83,0
18558,180.12,3.74,0.82,0
18559,180.12,3.74,0.81,0
18560,180.12,3.74,0.8,0
18561,180.12,3.74,0.79,0
18562,180.12,3.74,0.78,0
18563,180.12,3.74,0.77,0
18564,180.12,3.74,0.76,0
18565,180.12,3.74,0.75,0
18566,180.12,3.74,0.74,0
18567,180.12,3.74,0.73,0
18568,180.12,3.74,0.72,0
18569,180.12,3.74,0.71,0
18570,180.12,3.74,0.7,0
18571,180.12,3.74,0.69,0
18572,180.12,3.74,0.68,0
18573,180.12,3.74,0.67,0
18574,180.12,3.74,0.66,0
18575,180.12,3.74,0.65,0
18576,180.12,3.74,0.64,0
18577,180.12,3.74,0.63,0
18578,180.12,3.74,0.62,0
18579,180.12,3.74,0.61,0
18580,180.12,3.74,0.6,0
18581,180.12,3.74,0.59,0
18582,180.12,3.74,0.58,0
18583,180.12,3.74,0.57,0
18584,180.12,3.74,0.56,0
18585,180.12,3.74,0.55,0
18586,180.12,3.74,0.54,0
18587,180.12,3.74,0.53,0
18588,180.12,3.74,0.52,0
18589,180.12,3.74,0.51,0
18590,180.12,3.74,0.5,0
18591,180.12,3.74,0.49,0
18592,180.12,3.74,0.48,0
18593,180.12,3.74,0.47,0
18594,180.12,3.74,0.46,0
18595,180.12,3.74,0.45,0
18596,180.12,3.74,0.44,0
18597,180.12,3.74,0.43,0
18598,180.12,3.74,0.42,0
18599,180.12,3.74,0.41,0
18600,180.12,3.74,0.4,0
18601,180.12,3.74,0.39,0
18602,180.12,3.74,0.38,0
18603,180.12,3.74,0.37,0
18604,180.12,3.74,0.36,0
18605,180.12,3.74,0.35,0
18606,180.12,3.74,0.34,0
18607,180.12,3.74,0.33,0
18608,180.12,3.74,0.32,0
18609,180.12,3.74,0.31,0
18610,180.12,3.74,0.3,0
18611,180.12,3.74,0.29,0
18612,180.12,3.74,0.28,0
18613,180.12,3.74,0.27,0
18614,180.12,3.74,0.26,0
18615,180.12,3.74,0.25,0
18616,180.12,3.74,0.24,0
18617,180.12,3.74,0.23,0
18618,180.12,3.74,0.22,0
18619,180.12,3.74,0.21,0
18620,180.12,3.74,0.2,0
18621,180.12,3.74,0.19,0
18622,180.12,3.74,0.18,0
18623,180.12,3.74,0.17,0
18624,180.12,3.74,0.16,0
18625,180.12,3.74,0.15,0
18626,180.12,3.74,0.14,0
18627,180.12,3.74,0.13,0
18628,180.12,3.74,0.12,0
18629,180.12,3.74,0.11,0
18630,180.12,3.74,0.1,0
18631,180.12,3.74,0.09,0
18632,180.12,3.74,0.08,0
18633,180.12,3.74,0.07,0
18634,180.12,3.74,0.06,0
18635,180.12,3.74,0.05,0
18636,180.12,3.74,0.04,0
18637,180.12,3.74,0.03,0
18638,180.12,3.74,0.02,0
18639,180.12,3.74,0.01,0
18640,180.11,3.73,0.99,0
18641,180.11,3.73,0.98,0
18642,180.11,3.73,0.97,0
18643,180.11,3.73,0.96,0
18644,180.11,3.73,0.95,0
18645,180.11,3.73,0.94,0
18646,180.11,3.73,0.93,0
18647,180.11,3.73,0.92,0
18648,180.11,3.73,0.91,0
18649,180.11,3.73,0.9,0
18650,180.11,3.73,0.89,0
18651,180.11,3.73,0.88,0
18652,180.11,3.73,0.87,0
18653,180.11,3.73,0.86,0
18654,180.11,3.73,0.85,0
18655,180.11,3.73,0.84,0
18656,180.11,3.73,0.83,0
18657,180.11,3.73,0.82,0
18658,180.11,3.73,0.81,0
18659,180.12,3.73,0.8,0
18660,180.12,3.73,0.79,0
18661,180.12,3.73,0.78,0
18662,180.12,3.73,0.77,0
18663,180.12,3.73,0.76,0
18664,180.12,3.73,0.75,0
18665,180.12,3.73,0.74,0
18666,180.12,3.73,0.73,0
18667,180.12,3.73,0.72,0
18668,180.12,3.73,0.71,0
18669,180.12,3.73,0.7,0
18670,180.12,3.73,0.69,0
18671,180.12,3.73,0.68,0
18672,180.12,3.73,0.67,0
18673,180.12,3.73,0.66,0
18674,180.12,3.73,0.65,0
18675,180.12,3.73,0.64,0
18676,180.12,3.73,0.63,0
18677,180.12,3.73,0.62,0
18678,180.12,3.73,0.61,0
18679,180.12,3.73,0.6,0
18680,180.12,3.73,0.59,0
18681,180.12,3.73,0.58,0
18682,180.12,3.73,0.57,0
18683,180.12,3.73,0.56,0
18684,180.12,3.73,0.55,0
18685,180.12,3.73,0.54,0
18686,180.12,3.73,0.53,0
18687,180.12,3.73,0.52,0
18688,180.12,3.73,0.51,0
18689,180.12,3.73,0.5,0
18690,180.12,3.73,0.49,0
18691,180.12,3.73,0.48,0
18692,180.12,3.73,0.47,0
18693,180.12,3.73,0.46,0
18694,180.12,3.73,0.45,0
18695,180.12,3.73,0.44,0
18696,180.12,3.73,0.43,0
18697,180.12,3.73,0.42,0
18698,180.12,3.73,0.41,0
18699,180.12,3.73,0.4,0
18700,180.12,3.73,0.39,0
18701,180.12,3.73,0.38,0
18702,180.12,3.73,0.37,0
18703,180.12,3.73,0.36,0
18704,180.12,3.73,0.35,0
18705,180.12,3.73,0.34,0
18706,180.12,3.73,0.33,0
18707,180.12,3.73,0.32,0
18708,180.12,3.73,0.31,0
18709,180.12,3.73,0.3,0
18710,180.12,3.73,0.29,0
18711,180.12,3.73,0.28,0
18712,180.12,3.73,0.27,0
18713,180.12,3.73,0.26,0
18714,180.12,3.73,0.25,0
18715,180.12,3.73,0.24,0
18716,180.12,3.73,0.23,0
18717,180.12,3.73,0.22,0
18718,180.12,3.73,0.21,0
18719,180.12,3.73,0.2,0
18720,180.12,3.73,0.19,0
18721,180.12,3.73,0.18,0
18722,180.12,3.73,0.17,0
18723,180.12,3.73,0.16,0
18724,180.12,3.73,0.15,0
18725,180.12,3.73,0.14,0
18726,180.12,3.73,0.13,0
18727,180.12,3.73,0.12,0
18728,180.12,3.73,0.11,0
18729,180.12,3.73,0.1,0
18730,180.12,3.73,0.09,0
18731,180.12,3.73,0.08,0
18732,180.12,3.73,0.07,0
18733,180.12,3.73,0.06,0
18734,180.12,3.73,0.05,0
18735,180.12,3.73,0.04,0
18736,180.12,3.73,0.03,0
18737,180.12,3.73,0.02,0
18738,180.12,3.73,0.01,0
18739,180.11,3.72,0.99,0
18740,180.11,3.72,0.98,0
18741,180.11,3.72,0.97,0
18742,180.11,3.72,0.96,0
18743,180.11,3.72,0.95,0
18744,180.11,3.72,0.94,0
18745,180.11,3.72,0.93,0
18746,180.11,3.72,0.92,0
18747,180.11,3.72,0.91,0
18748,180.11,3.72,0.9,0
18749,180.11,3.72,0.89,0
18750,180.11,3.72,0.88,0
18751,180.11,3.72,0.87,0
18752,180.11,3.72,0.86,0
18753,180.11,3.72,0.85,0
18754,180.11,3.72,0.84,0
18755,180.11,3.72,0.83,0
18756,180.11,3.72,0.82,0
18757,180.11,3.72,0.81,0
18758,180.11,3.72,0.8,0
18759,180.12,3.72,0.79,0
18760,180.12,3.72,0.78,0
18761,180.12,3.72,0.77,0
18762,180.12,3.72,0.76,0
18763,180.12,3.72,0.75,0
18764,180.12,3.72,0.74,0
18765,180.12,3.72,0.73,0
18766,180.12,3.72,0.72,0
18767,180.12,3.72,0.71,0
18768,180.12,3.72,0.7,0
18769,180.12,3.72,0.69,0
18770,180.12,3.72,0.68,0
18771,180.12,3.72,0.67,0
18772,180.12,3.72,0.66,0
18773,180.12,3.72,0.65,0
18774,180.12,3.72,0.64,0
18775,180.12,3.72,0.63,0
18776,180.12,3.72,0.62,0
18777,180.12,3.72,0.61,0
18778,180.12,3.72,0.6,0
18779,180.12,3.72,0.59,0
18780,180.12,3.72,0.58,0
18781,180.12,3.72,0.57,0
18782,180.12,3.72,0.56,0
18783,180.12,3.72,0.55,0
18784,180.12,3.72,0.54,0
18785,180.12,3.72,0.53,0
18786,180.12,3.72,0.52,0
18787,180.12,3.72,0.51,0
18788,180.12,3.72,0.5,0
18789,180.12,3.72,0.49,0
18790,180.12,3.72,0.48,0
18791,180.12,3.72,0.47,0
18792,180.12,3.72,0.46,0
18793,180.12,3.72,0.45,0
18794,180.12,3.72,0.44,0
18795,180.12,3.72,0.43,0
18796,180.12,3.72,0.42,0
18797,180.12,3.72,0.41,0
18798,180.12,3.72,0.4,0
18799,180.12,3.72,0.39,0
18800,180.12,3.72,0.38,0
18801,180.12,3.72,0.37,0
18802,180.12,3.72,0.36,0
18803,180.12,3.72,0.35,0
18804,180.12,3.72,0.34,0
18805,180.12,3.72,0.33,0
18806,180.12,3.72,0.32,0
18807,180.12,3.72,0.31,0
18808,180.12,3.72,0.3,0
18809,180.12,3.72,0.29,0
18810,180.12,3.72,0.28,0
18811,180.12,3.72,0.27,0
18812,180.12,3.72,0.26,0
18813,180.12,3.72,0.25,0
18814,180.12,3.72,0.24,0
18815,180.12,3.72,0.23,0
18816,180.12,3.72,0.22,0
18817,180.12,3.72,0.21,0
18818,180.12,3.72,0.2,0
18819,180.12,3.72,0.19,0
18820,180.12,3.72,0.18,0
18821,180.12,3.72,0.17,0
18822,180.12,3.72,0.16,0
18823,180.12,3.72,0.15,0
18824,180.12,3.72,0.14,0
18825,180.12,3.72,0.13,0
18826,180.12,3.72,0.12,0
18827,180.12,3.72,0.11,0
18828,180.12,3.72,0.1,0
18829,180.12,3.72,0.09,0
18830,180.12,3.72,0.08,0
18831,180.12,3.72,0.07,0
18832,180.12,3.72,0.06,0
18833,180.12,3.72,0.05,0
18834,180.12,3.72,0.04,0
18835,180.12,3.72,0.03,0
18836,180.12,3.72,0.02,0
18837,180.12,3.72,0.01,0
18838,180.11,3.71,0.99,0
18839,180.11,3.71,0.98,0
18840,180.11,3.71,0.97,0
18841,180.11,3.71,0.96,0
18842,180.11,3.71,0.95,0
18843,180.11,3.71,0.94,0
18844,180.11,3.71,0.93,0
18845,180.11,3.71,0.92,0
18846,180.11,3.71,0.91,0
18847,180.11,3.71,0.9,0
18848,180.11,3.71,0.89,0
18849,180.11,3.71,0.88,0
18850,180.11,3.71,0.87,0
18851,180.11,3.71,0.86,0
18852,180.11,3.71,0.85,0
18853,180.11,3.71,0.84,0
18854,180.11,3.71,0.83,0
18855,180.11,3.71,0.82,0
18856,180.11,3.71,0.81,0
18857,180.11,3.71,0.8,0
18858,180.11,3.71,0.79,0
18859,180.12,3.71,0.78,0
18860,180.12,3.71,0.77,0
18861,180.12,3.71,0.76,0
18862,180.12,3.71,0.75,0
18863,180.12,3.71,0.74,0
18864,180.12,3.71,0.73,0
18865,180.12,3.71,0.72,0
18866,180.12,3.71,0.71,0
18867,180.12,3.71,0.7,0
18868,180.12,3.71,0.69,0
18869,180.12,3.71,0.68,0
18870,180.12,3.71,0.67,0
18871,180.12,3.71,0.66,0
18872,180.12,3.71,0.65,0
18873,180.12,3.71,0.64,0
18874,180.12,3.71,0.63,0
18875,180.12,3.71,0.62,0
18876,180.12,3.71,0.61,0
18877,180.12,3.71,0.6,0
18878,180.12,3.71,0.59,0
18879,180.12,3.71,0.58,0
18880,180.12,3.71,0.57,0
18881,180.12,3.71,0.56,0
18882,180.12,3.71,0.55,0
18883,180.12,3.71,0.54,0
18884,180.12,3.71,0.53,0
18885,180.12,3.71,0.52,0
18886,180.12,3.71,0.51,0
18887,180.12,3.71,0.5,0
18888,180.12,3.71,0.49,0
18889,180.12,3.71,0.48,0
18890,180.12,3.71,0.47,0
18891,180.12,3.71,0.46,0
18892,180.12,3.71,0.45,0
18893,180.12,3.71,0.44,0
18894,180.12,3.71,0.43,0
18895,180.12,3.71,0.42,0
18896,180.12,3.71,0.41,0
18897,180.12,3.71,0.4,0
18898,180.12,3.71,0.39,0
18899,180.12,3.71,0.38,0
18900,180.12,3.71,0.37,0
18901,180.12,3.71,0.36,0
18902,180.12,3.71,0.35,0
18903,180.12,3.71,0.34,0
18904,180.12,3.71,0.33,0
18905,180.12,3.71,0.32,0
18906,180.12,3.71,0.31,0
18907,180.12,3.71,0.3,0
18908,180.12,3.71,0.29,0
18909,180.12,3.71,0.28,0
18910,180.12,3.71,0.27,0
18911,180.12,3.71,0.26,0
18912,180.12,3.71,0.25,0
18913,180.12,3.71,0.24,0
18914,180.12,3.71,0.23,0
18915,180.12,3.71,0.22,0
18916,180.12,3.71,0.21,0
18917,180.12,3.71,0.2,0
18918,180.12,3.71,0.19,0
18919,180.12,3.71,0.18,0
18920,180.12,3.71,0.17,0
18921,180.12,3.71,0.16,0
18922,180.12,3.71,0.15,0
18923,180.12,3.71,0.14,0
18924,180.12,3.71,0.13,0
18925,180.12,3.71,0.12,0
18926,180.12,3.71,0.11,0
18927,180.12,3.71,0.1,0
18928,180.12,3.71,0.09,0
18929,180.12,3.71,0.08,0
18930,180.12,3.71,0.07,0
18931,180.12,3.71,0.06,0
18932,180.12,3.71,0.05,0
18933,180.12,3.71,0.04,0
18934,180.12,3.71,0.03,0
18935,180.12,3.71,0.02,0
18936,180.12,3.71,0.01,0
18937,180.11,3.7,0.99,0
18938,180.11,3.7,0.98,0
18939,180.11,3.7,0.97,0
18940,180.11,3.7,0.96,0
18941,180.11,3.7,0.95,0
18942,180.11,3.7,0.94,0
18943,180.11,3.7,0.93,0
18944,180.11,3.7,0.92,0
18945,180.11,3.7,0.91,0
18946,180.11,3.7,0.9,0
18947,180.11,3.7,0.89,0
18948,180.11,3.7,0.88,0
18949,180.11,3.7,0.87,0
18950,180.11,3.7,0.86,0
18951,180.11,3.7,0.85,0
18952,180.11,3.7,0.84,0
18953,180.11,3.7,0.83,0
18954,180.11,3.7,0.82,0
18955,180.11,3.7,0.81,0
18956,180.11,3.7,0.8,0
18957,180.11,3.7,0.79,0
18958,180.11,3.7,0.78,0
18959,180.12,3.7,0.77,0
18960,180.12,3.7,0.76,0
18961,180.12,3.7,0.75,0
18962,180.12,3.7,0.74,0
18963,180.12,3.7,0.73,0
18964,180.12,3.7,0.72,0
18965,180.12,3.7,0.71,0
18966,180.12,3.7,0.7,0
18967,180.12,3.7,0.69,0
18968,180.12,3.7,0.68,0
18969,180.12,3.7,0.67,0
18970,180.12,3.7,0.66,0
18971,180.12,3.7,0.65,0
18972,180.12,3.7,0.64,0
18973,180.12,3.7,0.63,0
18974,180.12,3.7,0.62,0
18975,180.12,3.7,0.61,0
18976,180.12,3.7,0.6,0
18977,180.12,3.7,0.59,0
18978,180.12,3.7,0.58,0
18979,180.12,3.7,0.57,0
18980,180.12,3.7,0.56,0
18981,180.12,3.7,0.55,0
18982,180.12,3.7,0.54,0
18983,180.12,3.7,0.53,0
18984,180.12,3.7,0.52,0
18985,180.12,3.7,0.51,0
18986,180.12,3.7,0.5,0
18987,180.12,3.7,0.49,0
18988,180.12,3.7,0.48,0
18989,180.12,3.7,0.47,0
18990,180.12,3.7,0.46,0
18991,180.12,3.7,0.45,0
18992,180.12,3.7,0.44,0
18993,180.12,3.7,0.43,0
18994,180.12,3.7,0.42,0
18995,180.12,3.7,0.41,0
18996,180.12,3.7,0.4,0
18997,180.12,3.7,0.39,0
18998,180.12,3.7,0.38,0
18999,180.12,3.7,0.37,0
19000,180.12,3.7,0.36,0
19001,180.12,3.7,0.35,0
19002,180.12,3.7,0.34,0
19003,180.12,3.7,0.33,0
19004,180.12,3.7,0.32,0
19005,180.12,3.7,0.31,0
19006,180.12,3.7,0.3,0
19007,180.12,3.7,0.29,0
19008,180.12,3.7,0.28,0
19009,180.12,3.7,0.27,0
19010,180.12,3.7,0.26,0
19011,180.12,3.7,0.25,0
19012,180.12,3.7,0.24,0
19013,180.12,3.7,0.23,0
19014,180.12,3.7,0.22,0
19015,180.12,3.7,0.21,0
19016,180.12,3.7,0.2,0
19017,180.12,3.7,0.19,0
19018,180.12,3.7,0.18,0
19019,180.12,3.7,0.17,0
19020,180.12,3.7,0.16,0
19021,180.12,3.7,0.15,0
19022,180.12,3.7,0.14,0
19023,180.12,3.7,0.13,0
19024,180.12,3.7,0.12,0
19025,180.12,3.7,0.11,0
19026,180.12,3.7,0.1,0
19027,180.12,3.7,0.09,0
19028,180.12,3.7,0.08,0
19029,180.12,3.7,0.07,0
19030,180.12,3.7,0.06,0
19031,180.12,3.7,0.05,0
19032,180.12,3.7,0.04,0
19033,180.12,3.7,0.03,0
19034,180.12,3.7,0.02,0
19035,180.12,3.7,0.01,0
19036,180.11,3.69,0.99,0
19037,180.11,3.69,0.98,0
19038,180.11,3.69,0.97,0
19039,180.11,3.69,0.96,0
19040,180.11,3.69,0.95,0
19041,180.11,3.69,0.94,0
19042,180.11,3.69,0.93,0
19043,180.11,3.69,0.92,0
19044,180.11,3.69,0.91,0
19045,180.11,3.69,0.9,0
19046,180.11,3.69,0.89,0
19047,180.11,3.69,0.88,0
19048,180.11,3.69,0.87,0
19049,180.11,3.69,0.86,0
19050,180.11,3.69,0.85,0
19051,180.11,3.69,0.84,0
19052,180.11,3.69,0.83,0
19053,180.11,3.69,0.82,0
19054,180.11,3.69,0.81,0
19055,180.11,3.69,0.8,0
19056,180.11,3.69,0.79,0
19057,180.11,3.69,0.78,0
19058,180.11,3.69,0.77,0
19059,180.12,3.69,0.76,0
19060,180.12,3.69,0.75,0
19061,180.12,3.69,0.74,0
19062,180.12,3.69,0.73,0
19063,180.12,3.69,0.72,0
19064,180.12,3.69,0.71,0
19065,180.12,3.69,0.7,0
19066,180.12,3.69,0.69,0
19067,180.12,3.69,0.68,0
19068,180.12,3.69,0.67,0
19069,180.12,3.69,0.66,0
19070,180.12,3.69,0.65,0
19071,180.12,3.69,0.64,0
19072,180.12,3.69,0.63,0
19073,180.12,3.69,0.62,0
19074,180.12,3.69,0.61,0
19075,180.12,3.69,0.6,0
19076,180.12,3.69,0.59,0
19077,180.12,3.69,0.58,0
19078,180.12,3.69,0.57,0
19079,180.12,3.69,0.56,0
19080,180.12,3.69,0.55,0
19081,180.12,3.69,0.54,0
19082,180.12,3.69,0.53,0
19083,180.12,3.69,0.52,0
19084,180.12,3.69,0.51,0
19085,180.12,3.69,0.5,0
19086,180.12,3.69,0.49,0
19087,180.12,3.69,0.48,0
19088,180.12,3.69,0.47,0
19089,180.12,3.69,0.46,0
19090,180.12,3.69,0.45,0
19091,180.12,3.69,0.44,0
19092,180.12,3.69,0.43,0
19093,180.12,3.69,0.42,0
19094,180.12,3.69,0.41,0
19095,180.12,3.69,0.4,0
19096,180.12,3.69,0.39,0
19097,180.12,3.69,0.38,0
19098,180.12,3.69,0.37,0
19099,180.12,3.69,0.36,0
19100,180.12,3.69,0.35,0
19101,180.12,3.69,0.34,0
19102,180.12,3.69,0.33,0
19103,180.12,3.69,0.32,0
19104,180.12,3.69,0.31,0
19105,180.12,3.69,0.3,0
19106,180.12,3.69,0.29,0
19107,180.12,3.69,0.28,0
19108,180.12,3.69,0.27,0
19109,180.12,3.69,0.26,0
19110,180.12,3.69,0.25,0
19111,180.12,3.69,0.24,0
19112,180.12,3.69,0.23,0
19113,180.12,3.69,0.22,0
19114,180.12,3.69,0.21,0
19115,180.12,3.69,0.2,0
19116,180.12,3.69,0.19,0
19117,180.12,3.69,0.18,0
19118,180.12,3.69,0.17,0
19119,180.12,3.69,0.16,0
